framework_key,code,year_level,learning_area,description
ACARA,ACARA-AS-LANGUAGES-INDONESIAN-F-10-SEQUENCE-Y5,5,Indonesian,"By the end of Year 6, students initiate and use strategies to maintain interactions in Indonesian language that are related to their immediate environment. They use appropriate sound combinations, intonation and rhythm in spoken texts. They collaborate in spoken and written activities that involve the language of planning and problem-solving to share information, ideas and preferences. They use strategies to locate and interpret information and ideas in texts, and demonstrate understanding by responding in Indonesian or English, adjusting their response to context, purpose and audience. They create texts, selecting and using a variety of vocabulary and sentence structures to suit context. They sequence information and ideas, and use conventions appropriate to text type.

Students apply rules of pronunciation and intonation in spoken Indonesian. They apply conventions of spelling and punctuation, and use modelled structures, when creating and responding in Indonesian. They compare language structures and features in Indonesian and English, using some metalanguage. They show understanding of how some language reflects cultural practices and consider how this is reflected in their own language(s), culture(s) and identity."
ACARA,ACARA-AS-LANGUAGES-INDONESIAN-F-10-SEQUENCE-Y6,6,Indonesian,"By the end of Year 6, students initiate and use strategies to maintain interactions in Indonesian language that are related to their immediate environment. They use appropriate sound combinations, intonation and rhythm in spoken texts. They collaborate in spoken and written activities that involve the language of planning and problem-solving to share information, ideas and preferences. They use strategies to locate and interpret information and ideas in texts, and demonstrate understanding by responding in Indonesian or English, adjusting their response to context, purpose and audience. They create texts, selecting and using a variety of vocabulary and sentence structures to suit context. They sequence information and ideas, and use conventions appropriate to text type.

Students apply rules of pronunciation and intonation in spoken Indonesian. They apply conventions of spelling and punctuation, and use modelled structures, when creating and responding in Indonesian. They compare language structures and features in Indonesian and English, using some metalanguage. They show understanding of how some language reflects cultural practices and consider how this is reflected in their own language(s), culture(s) and identity."
ACARA,ACARA-AS-LANGUAGES-ITALIAN-F-10-SEQUENCE-Y0,0,Italian,"By the end of the Foundation year, students use play and imagination to interact and create Italian texts, with support. They identify that Italian and English look and sound different. They recognise that there are languages and cultures as well as their own, and that aspects of language and culture contribute to their own and others’ cultural identity."
ACARA,ACARA-AS-LANGUAGES-ITALIAN-F-10-SEQUENCE-Y1,1,Italian,"By the end of Year 2, students use Italian language to interact and share information related to the classroom and themselves. They use cues to respond to questions and instructions, and use simple formulaic language. They locate and convey key items of information in texts using non-verbal, visual and contextual cues to help make meaning. They use familiar words and modelled language to create texts.
Students imitate the sounds and rhythms of Italian and demonstrate understanding that Italian has conventions and rules for non-verbal communication, pronunciation and writing. They give examples of similarities and differences between some features of Italian and English. They understand that language is connected with culture, and notice how this is reflected in their own language(s) and culture(s)."
ACARA,ACARA-AS-LANGUAGES-ITALIAN-F-10-SEQUENCE-Y2,2,Italian,"By the end of Year 2, students use Italian language to interact and share information related to the classroom and themselves. They use cues to respond to questions and instructions, and use simple formulaic language. They locate and convey key items of information in texts using non-verbal, visual and contextual cues to help make meaning. They use familiar words and modelled language to create texts.
Students imitate the sounds and rhythms of Italian and demonstrate understanding that Italian has conventions and rules for non-verbal communication, pronunciation and writing. They give examples of similarities and differences between some features of Italian and English. They understand that language is connected with culture, and notice how this is reflected in their own language(s) and culture(s)."
ACARA,ACARA-AS-LANGUAGES-ITALIAN-F-10-SEQUENCE-Y3,3,Italian,"By the end of Year 4, students use Italian language to initiate structured interactions to share information related to the classroom and their personal world. They use modelled language to participate in spoken and written activities that involve planning. They locate and respond to key items of information in texts using strategies to help interpret and convey meaning in familiar contexts. They use modelled language and basic syntax to create texts.
Students imitate sound combinations and rhythms of Italian language. They demonstrate understanding that Italian has non-verbal, spoken and written language conventions and rules to create and make meaning. They recognise that some terms have cultural meanings. They identify patterns in Italian and make comparisons between Italian and English. They understand that the Italian language is connected with culture, and identify how this is reflected in their own language(s) and culture(s)."
ACARA,ACARA-AS-LANGUAGES-ITALIAN-F-10-SEQUENCE-Y4,4,Italian,"By the end of Year 4, students use Italian language to initiate structured interactions to share information related to the classroom and their personal world. They use modelled language to participate in spoken and written activities that involve planning. They locate and respond to key items of information in texts using strategies to help interpret and convey meaning in familiar contexts. They use modelled language and basic syntax to create texts.
Students imitate sound combinations and rhythms of Italian language. They demonstrate understanding that Italian has non-verbal, spoken and written language conventions and rules to create and make meaning. They recognise that some terms have cultural meanings. They identify patterns in Italian and make comparisons between Italian and English. They understand that the Italian language is connected with culture, and identify how this is reflected in their own language(s) and culture(s)."
ACARA,ACARA-AS-LANGUAGES-ITALIAN-F-10-SEQUENCE-Y5,5,Italian,"By the end of Year 6, students initiate and use strategies to maintain interactions in Italian language that are related to their immediate environment. They use appropriate sound combinations, intonation, and rhythm in spoken texts. They collaborate in spoken and written activities that involve the language of planning and problem-solving to share information, ideas and preferences. They use strategies to locate and interpret information and ideas in texts, and demonstrate understanding by responding in Italian or English, adjusting their response to context, purpose and audience. They create texts, selecting and using a variety of vocabulary and sentence structures to suit context. They sequence information and ideas, and use conventions appropriate to text type.
Students apply rules for pronunciation and intonation, spelling and punctuation, and modelled structures, when creating and responding in Italian. They compare language structures and features in Italian and English, using some metalanguage. They show understanding of how some language reflects cultural practices and consider how this is reflected in their own language(s), culture(s) and identity."
ACARA,ACARA-AS-LANGUAGES-ITALIAN-F-10-SEQUENCE-Y6,6,Italian,"By the end of Year 6, students initiate and use strategies to maintain interactions in Italian language that are related to their immediate environment. They use appropriate sound combinations, intonation, and rhythm in spoken texts. They collaborate in spoken and written activities that involve the language of planning and problem-solving to share information, ideas and preferences. They use strategies to locate and interpret information and ideas in texts, and demonstrate understanding by responding in Italian or English, adjusting their response to context, purpose and audience. They create texts, selecting and using a variety of vocabulary and sentence structures to suit context. They sequence information and ideas, and use conventions appropriate to text type.
Students apply rules for pronunciation and intonation, spelling and punctuation, and modelled structures, when creating and responding in Italian. They compare language structures and features in Italian and English, using some metalanguage. They show understanding of how some language reflects cultural practices and consider how this is reflected in their own language(s), culture(s) and identity."
ACARA,ACARA-AS-LANGUAGES-JAPANESE-F-10-SEQUENCE-Y0,0,Japanese,"By the end of the Foundation year, students use play and imagination to interact and create Japanese texts, with support. They identify that Japanese and English look and sound different. They recognise that there are languages and cultures as well as their own, and that aspects of language and culture contribute to their own and others’ cultural identity."
ACARA,ACARA-AS-LANGUAGES-JAPANESE-F-10-SEQUENCE-Y1,1,Japanese,"By the end of Year 2, students use Japanese language to interact and share information related to the classroom and themselves. They use cues to respond to questions and instructions, and use simple formulaic language. They locate and convey key items of information in texts using non-verbal, visual and contextual cues to help make meaning. They use familiar words and modelled language to create text. They copy some kana script and single, high-frequency kanji appropriate to context.
Students imitate the sounds and rhythms of Japanese and demonstrate understanding that Japanese has rules for non-verbal communication, pronunciation and writing and identify the 3 different scripts. They give examples of similarities and differences between some features of Japanese and English. They understand that language is connected with culture, and notice how this is reflected in their own language(s) and culture(s)."
ACARA,ACARA-AS-LANGUAGES-JAPANESE-F-10-SEQUENCE-Y2,2,Japanese,"By the end of Year 2, students use Japanese language to interact and share information related to the classroom and themselves. They use cues to respond to questions and instructions, and use simple formulaic language. They locate and convey key items of information in texts using non-verbal, visual and contextual cues to help make meaning. They use familiar words and modelled language to create text. They copy some kana script and single, high-frequency kanji appropriate to context.
Students imitate the sounds and rhythms of Japanese and demonstrate understanding that Japanese has rules for non-verbal communication, pronunciation and writing and identify the 3 different scripts. They give examples of similarities and differences between some features of Japanese and English. They understand that language is connected with culture, and notice how this is reflected in their own language(s) and culture(s)."
ACARA,ACARA-AS-LANGUAGES-JAPANESE-F-10-SEQUENCE-Y3,3,Japanese,"By the end of Year 4, students use Japanese language to initiate structured interactions to share information related to the classroom and their personal world. They use modelled language to participate in spoken and written activities that involve planning. They locate and respond to key items of information in texts using strategies to help interpret and convey meaning in familiar contexts. They use modelled language and basic syntax to create texts. They use hiragana with support, and familiar kanji appropriate to context.
Students imitate hiragana sounds, pronunciation and intonation patterns of Japanese language. They demonstrate understanding that Japanese has non-verbal, spoken and written language conventions and rules to create and make meaning. They recognise that some terms have cultural meanings. They identify patterns in Japanese and make comparisons between Japanese and English. They understand that the Japanese language is connected with culture, and identify how this is reflected in their own language(s) and culture(s)."
ACARA,ACARA-AS-LANGUAGES-JAPANESE-F-10-SEQUENCE-Y4,4,Japanese,"By the end of Year 4, students use Japanese language to initiate structured interactions to share information related to the classroom and their personal world. They use modelled language to participate in spoken and written activities that involve planning. They locate and respond to key items of information in texts using strategies to help interpret and convey meaning in familiar contexts. They use modelled language and basic syntax to create texts. They use hiragana with support, and familiar kanji appropriate to context.
Students imitate hiragana sounds, pronunciation and intonation patterns of Japanese language. They demonstrate understanding that Japanese has non-verbal, spoken and written language conventions and rules to create and make meaning. They recognise that some terms have cultural meanings. They identify patterns in Japanese and make comparisons between Japanese and English. They understand that the Japanese language is connected with culture, and identify how this is reflected in their own language(s) and culture(s)."
ACARA,ACARA-AS-LANGUAGES-JAPANESE-F-10-SEQUENCE-Y5,5,Japanese,"By the end of Year 6, students initiate and use strategies to maintain interactions in Japanese language that are related to their immediate environment. They use appropriate combinations of hiragana sounds, intonation and rhythm in spoken texts. They collaborate in spoken and written activities that involve the language of planning and problem-solving to share information, ideas, and preferences. They use strategies to locate and interpret information and ideas in texts, and demonstrate understanding by responding in Japanese or English, adjusting their response to context, purpose and audience. They create texts, selecting and using a variety of vocabulary and sentence structures to suit context. They sequence information and ideas, and use conventions appropriate to text type. They use hiragana and familiar katakana and kanji appropriate to context.
Students apply rules for pronunciation and intonation, punctuation, modelled structures and scripts, when creating and responding in Japanese. They compare language structures and features in Japanese and English, using some metalanguage. They show understanding of how some language reflects cultural practices and consider how this is reflected in their own language(s), culture(s) and identity."
ACARA,ACARA-AS-LANGUAGES-JAPANESE-F-10-SEQUENCE-Y6,6,Japanese,"By the end of Year 6, students initiate and use strategies to maintain interactions in Japanese language that are related to their immediate environment. They use appropriate combinations of hiragana sounds, intonation and rhythm in spoken texts. They collaborate in spoken and written activities that involve the language of planning and problem-solving to share information, ideas, and preferences. They use strategies to locate and interpret information and ideas in texts, and demonstrate understanding by responding in Japanese or English, adjusting their response to context, purpose and audience. They create texts, selecting and using a variety of vocabulary and sentence structures to suit context. They sequence information and ideas, and use conventions appropriate to text type. They use hiragana and familiar katakana and kanji appropriate to context.
Students apply rules for pronunciation and intonation, punctuation, modelled structures and scripts, when creating and responding in Japanese. They compare language structures and features in Japanese and English, using some metalanguage. They show understanding of how some language reflects cultural practices and consider how this is reflected in their own language(s), culture(s) and identity."
ACARA,ACARA-AS-LANGUAGES-KOREAN-F-10-SEQUENCE-Y0,0,Korean,"By the end of the Foundation year, students use play and imagination to interact and create Korean texts, with support. They identify that Korean and English look and sound different. They recognise that there are languages and cultures as well as their own, and that aspects of language and culture contribute to their own and others’ cultural identity."
ACARA,ACARA-AS-LANGUAGES-KOREAN-F-10-SEQUENCE-Y1,1,Korean,"By the end of Year 2, students use Korean language to interact and share information related to the classroom and themselves. They use cues to respond to questions and instructions, and use simple formulaic language. They locate and convey key items of information in texts using non-verbal, visual and contextual cues to help make meaning. They use familiar words and modelled language to create texts. They copy some hangeul appropriate to context.

Students imitate the sounds and rhythms of spoken Korean. They demonstrate understanding that Korean has conventions and rules for non-verbal communication, pronunciation and writing, and begin to identify hangeul. They give examples of similarities and differences between some features of Korean and English. They understand that language is connected with culture(s), and notice how this is reflected in their own language(s) and culture(s)."
ACARA,ACARA-AS-LANGUAGES-KOREAN-F-10-SEQUENCE-Y2,2,Korean,"By the end of Year 2, students use Korean language to interact and share information related to the classroom and themselves. They use cues to respond to questions and instructions, and use simple formulaic language. They locate and convey key items of information in texts using non-verbal, visual and contextual cues to help make meaning. They use familiar words and modelled language to create texts. They copy some hangeul appropriate to context.

Students imitate the sounds and rhythms of spoken Korean. They demonstrate understanding that Korean has conventions and rules for non-verbal communication, pronunciation and writing, and begin to identify hangeul. They give examples of similarities and differences between some features of Korean and English. They understand that language is connected with culture(s), and notice how this is reflected in their own language(s) and culture(s)."
ACARA,ACARA-AS-LANGUAGES-KOREAN-F-10-SEQUENCE-Y3,3,Korean,"By the end of Year 4, students use Korean language to initiate structured interactions to share information related to the classroom and their personal worlds. They use modelled language to participate in spoken and written activities that involve planning. They locate and respond to key items of information in texts using strategies to help interpret and convey meaning in familiar contexts. They use modelled language and basic syntax to create texts in hangeul, with support.

Students imitate hangeul sounds, pronunciation and intonation patterns of spoken Korean. They demonstrate understanding that Korean has non-verbal, spoken and written language conventions and rules to create and make meaning. They recognise that some terms have cultural meanings. They identify patterns in Korean and make comparisons between Korean and English. They understand that the Korean language is connected with culture, and identify how this is reflected in their own language(s) and culture(s)."
ACARA,ACARA-AS-LANGUAGES-KOREAN-F-10-SEQUENCE-Y4,4,Korean,"By the end of Year 4, students use Korean language to initiate structured interactions to share information related to the classroom and their personal worlds. They use modelled language to participate in spoken and written activities that involve planning. They locate and respond to key items of information in texts using strategies to help interpret and convey meaning in familiar contexts. They use modelled language and basic syntax to create texts in hangeul, with support.

Students imitate hangeul sounds, pronunciation and intonation patterns of spoken Korean. They demonstrate understanding that Korean has non-verbal, spoken and written language conventions and rules to create and make meaning. They recognise that some terms have cultural meanings. They identify patterns in Korean and make comparisons between Korean and English. They understand that the Korean language is connected with culture, and identify how this is reflected in their own language(s) and culture(s)."
ACARA,ACARA-AS-LANGUAGES-KOREAN-F-10-SEQUENCE-Y5,5,Korean,"By the end of Year 6, students initiate and use strategies to maintain interactions in Korean language that are related to their immediate environment. They use appropriate sound combinations, intonation and rhythm in spoken texts. They collaborate in spoken and written activities that involve the language of planning and problem-solving to share information, ideas and preferences. They use strategies to locate and interpret information and ideas in texts, and demonstrate understanding by responding in Korean or English, adjusting their response to context, purpose and audience. They create texts, selecting and using a variety of vocabulary and sentence structures to suit context. They sequence information and ideas, and write in hangeul, using conventions appropriate to text type.

Students apply rules of hangeul sound combinations, pronunciation and intonation in spoken Korean. They apply conventions of punctuation and use modelled structures when creating and responding in Korean. They compare language structures and features in Korean and English, using some metalanguage. They show understanding of how some language reflects cultural practices and consider how this is reflected in their own language(s), culture(s) and identity."
ACARA,ACARA-AS-LANGUAGES-KOREAN-F-10-SEQUENCE-Y6,6,Korean,"By the end of Year 6, students initiate and use strategies to maintain interactions in Korean language that are related to their immediate environment. They use appropriate sound combinations, intonation and rhythm in spoken texts. They collaborate in spoken and written activities that involve the language of planning and problem-solving to share information, ideas and preferences. They use strategies to locate and interpret information and ideas in texts, and demonstrate understanding by responding in Korean or English, adjusting their response to context, purpose and audience. They create texts, selecting and using a variety of vocabulary and sentence structures to suit context. They sequence information and ideas, and write in hangeul, using conventions appropriate to text type.

Students apply rules of hangeul sound combinations, pronunciation and intonation in spoken Korean. They apply conventions of punctuation and use modelled structures when creating and responding in Korean. They compare language structures and features in Korean and English, using some metalanguage. They show understanding of how some language reflects cultural practices and consider how this is reflected in their own language(s), culture(s) and identity."
ACARA,ACARA-AS-LANGUAGES-MODERN-GREEK-F-10-SEQUENCE-Y0,0,Modern Greek,"By the end of the Foundation year, students use play and imagination to interact and create Greek texts, with support. They identify that Greek and English look and sound different. They recognise that there are languages and cultures as well as their own, and that aspects of language and culture contribute to their own and others’ cultural identity."
ACARA,ACARA-AS-LANGUAGES-MODERN-GREEK-F-10-SEQUENCE-Y1,1,Modern Greek,"By the end of Year 2, students use Greek language to interact and share information related to the classroom and themselves. They use cues to respond to questions and instructions, and use simple formulaic language. They locate and convey key items of information in texts using non-verbal, visual and contextual cues to help make meaning. They use familiar words and modelled language to create texts.

Students imitate the sounds and rhythms of spoken Greek. They demonstrate understanding that Greek has conventions and rules for non-verbal communication, pronunciation and writing. They give examples of similarities and differences between some features of Greek and English. They understand that language is connected with culture, and notice how this is reflected in their own language(s) and culture(s)."
ACARA,ACARA-AS-LANGUAGES-MODERN-GREEK-F-10-SEQUENCE-Y2,2,Modern Greek,"By the end of Year 2, students use Greek language to interact and share information related to the classroom and themselves. They use cues to respond to questions and instructions, and use simple formulaic language. They locate and convey key items of information in texts using non-verbal, visual and contextual cues to help make meaning. They use familiar words and modelled language to create texts.

Students imitate the sounds and rhythms of spoken Greek. They demonstrate understanding that Greek has conventions and rules for non-verbal communication, pronunciation and writing. They give examples of similarities and differences between some features of Greek and English. They understand that language is connected with culture, and notice how this is reflected in their own language(s) and culture(s)."
ACARA,ACARA-AS-LANGUAGES-MODERN-GREEK-F-10-SEQUENCE-Y3,3,Modern Greek,"By the end of Year 4, students use Greek language to initiate structured interactions to share information related to the classroom and their personal worlds. They use modelled language to participate in spoken and written activities that involve planning. They locate and respond to key items of information in texts using strategies to help interpret and convey meaning in familiar contexts. They use modelled language and basic syntax to create texts.
Students imitate sound combinations and rhythms of spoken Greek. They demonstrate understanding that Greek has non-verbal, spoken and written language conventions and rules to create and make meaning. They recognise that some terms have cultural meanings. They identify patterns in Greek and make comparisons between Greek and English. They understand that the Greek language is connected with culture, and identify how this is reflected in their own language(s) and culture(s)."
ACARA,ACARA-AS-LANGUAGES-MODERN-GREEK-F-10-SEQUENCE-Y4,4,Modern Greek,"By the end of Year 4, students use Greek language to initiate structured interactions to share information related to the classroom and their personal worlds. They use modelled language to participate in spoken and written activities that involve planning. They locate and respond to key items of information in texts using strategies to help interpret and convey meaning in familiar contexts. They use modelled language and basic syntax to create texts.
Students imitate sound combinations and rhythms of spoken Greek. They demonstrate understanding that Greek has non-verbal, spoken and written language conventions and rules to create and make meaning. They recognise that some terms have cultural meanings. They identify patterns in Greek and make comparisons between Greek and English. They understand that the Greek language is connected with culture, and identify how this is reflected in their own language(s) and culture(s)."
ACARA,ACARA-AS-LANGUAGES-MODERN-GREEK-F-10-SEQUENCE-Y5,5,Modern Greek,"By the end of Year 6, students initiate and use strategies to maintain interactions in Greek language that are related to their immediate environment. They use appropriate sound combinations, intonation and rhythm in spoken texts. They collaborate in spoken and written activities that involve the language of planning and problem-solving to share information, ideas and preferences. They use strategies to locate and interpret information and ideas in texts, and demonstrate understanding by responding in Greek or English, adjusting their response to context, purpose and audience. They create texts, selecting and using a variety of vocabulary and sentence structures to suit context. They sequence information and ideas, and use conventions appropriate to text type.

Students apply rules of pronunciation and intonation in spoken Greek. They apply conventions of spelling and punctuation, and use modelled structures, when creating and responding in Greek. They compare language structures and features in Greek and English, using some metalanguage. They show understanding of how some language reflects cultural practices and consider how this is reflected in their own language(s), culture(s) and identity."
ACARA,ACARA-AS-LANGUAGES-MODERN-GREEK-F-10-SEQUENCE-Y6,6,Modern Greek,"By the end of Year 6, students initiate and use strategies to maintain interactions in Greek language that are related to their immediate environment. They use appropriate sound combinations, intonation and rhythm in spoken texts. They collaborate in spoken and written activities that involve the language of planning and problem-solving to share information, ideas and preferences. They use strategies to locate and interpret information and ideas in texts, and demonstrate understanding by responding in Greek or English, adjusting their response to context, purpose and audience. They create texts, selecting and using a variety of vocabulary and sentence structures to suit context. They sequence information and ideas, and use conventions appropriate to text type.

Students apply rules of pronunciation and intonation in spoken Greek. They apply conventions of spelling and punctuation, and use modelled structures, when creating and responding in Greek. They compare language structures and features in Greek and English, using some metalanguage. They show understanding of how some language reflects cultural practices and consider how this is reflected in their own language(s), culture(s) and identity."
ACARA,ACARA-AS-LANGUAGES-SPANISH-F-10-SEQUENCE-Y0,0,Spanish,"By the end of the Foundation year, students use play and imagination to interact and create Spanish texts, with support. They identify that Spanish and English look and sound different. They recognise that there are languages and cultures as well as their own, and that aspects of language and culture contribute to their own and others’ cultural identity."
ACARA,ACARA-AS-LANGUAGES-SPANISH-F-10-SEQUENCE-Y1,1,Spanish,"By the end of Year 2, students use Spanish language to interact and share information related to the classroom and themselves. They use cues to respond to questions and instructions, and use simple formulaic language. They locate and convey key items of information in texts using non-verbal, visual and contextual cues to help make meaning. They use familiar words and modelled language to create texts.

Students imitate the sounds and rhythms of spoken Spanish. They demonstrate understanding that Spanish has conventions and rules for non-verbal communication, pronunciation and writing. They give examples of similarities and differences between some features of Spanish and English. They understand that language is connected with culture, and notice how this is reflected in their own language(s) and culture(s)."
ACARA,ACARA-AS-LANGUAGES-SPANISH-F-10-SEQUENCE-Y2,2,Spanish,"By the end of Year 2, students use Spanish language to interact and share information related to the classroom and themselves. They use cues to respond to questions and instructions, and use simple formulaic language. They locate and convey key items of information in texts using non-verbal, visual and contextual cues to help make meaning. They use familiar words and modelled language to create texts.

Students imitate the sounds and rhythms of spoken Spanish. They demonstrate understanding that Spanish has conventions and rules for non-verbal communication, pronunciation and writing. They give examples of similarities and differences between some features of Spanish and English. They understand that language is connected with culture, and notice how this is reflected in their own language(s) and culture(s)."
ACARA,ACARA-AS-LANGUAGES-SPANISH-F-10-SEQUENCE-Y3,3,Spanish,"By the end of Year 4, students use Spanish language to initiate structured interactions to share information related to the classroom and their personal worlds. They use modelled language to participate in spoken and written activities that involve planning. They locate and respond to key items of information in texts using strategies to help interpret and convey meaning in familiar contexts. They use modelled language and basic syntax to create texts.

Students imitate sound combinations and rhythms of spoken Spanish. They demonstrate understanding that Spanish has non-verbal, spoken and written language conventions and rules to create and make meaning. They recognise that some terms have cultural meanings. They identify patterns in Spanish and make comparisons between Spanish and English. They understand that the Spanish language is connected with culture, and identify how this is reflected in their own language(s) and culture(s)."
ACARA,ACARA-AS-LANGUAGES-SPANISH-F-10-SEQUENCE-Y4,4,Spanish,"By the end of Year 4, students use Spanish language to initiate structured interactions to share information related to the classroom and their personal worlds. They use modelled language to participate in spoken and written activities that involve planning. They locate and respond to key items of information in texts using strategies to help interpret and convey meaning in familiar contexts. They use modelled language and basic syntax to create texts.

Students imitate sound combinations and rhythms of spoken Spanish. They demonstrate understanding that Spanish has non-verbal, spoken and written language conventions and rules to create and make meaning. They recognise that some terms have cultural meanings. They identify patterns in Spanish and make comparisons between Spanish and English. They understand that the Spanish language is connected with culture, and identify how this is reflected in their own language(s) and culture(s)."
ACARA,ACARA-AS-LANGUAGES-SPANISH-F-10-SEQUENCE-Y5,5,Spanish,"By the end of Year 6, students initiate and use strategies to maintain interactions in Spanish language that are related to their immediate environment. They use appropriate sound combinations, intonation and rhythm in spoken texts. They collaborate in spoken and written activities that involve the language of planning and problem-solving to share information, ideas and preferences. They use strategies to locate and interpret information and ideas in texts, and demonstrate understanding by responding in Spanish or English, adjusting their response to context, purpose and audience. They create texts, selecting and using a variety of vocabulary and sentence structures to suit context. They sequence information and ideas, and use conventions appropriate to text type.

Students apply rules of pronunciation and intonation in spoken Spanish. They apply conventions of spelling and punctuation, and use modelled structures, when creating and responding in Spanish. They compare language structures and features in Spanish and English, using some metalanguage. They show understanding of how some language reflects cultural practices and consider how this is reflected in their own language(s), culture(s) and identity."
ACARA,ACARA-AS-LANGUAGES-SPANISH-F-10-SEQUENCE-Y6,6,Spanish,"By the end of Year 6, students initiate and use strategies to maintain interactions in Spanish language that are related to their immediate environment. They use appropriate sound combinations, intonation and rhythm in spoken texts. They collaborate in spoken and written activities that involve the language of planning and problem-solving to share information, ideas and preferences. They use strategies to locate and interpret information and ideas in texts, and demonstrate understanding by responding in Spanish or English, adjusting their response to context, purpose and audience. They create texts, selecting and using a variety of vocabulary and sentence structures to suit context. They sequence information and ideas, and use conventions appropriate to text type.

Students apply rules of pronunciation and intonation in spoken Spanish. They apply conventions of spelling and punctuation, and use modelled structures, when creating and responding in Spanish. They compare language structures and features in Spanish and English, using some metalanguage. They show understanding of how some language reflects cultural practices and consider how this is reflected in their own language(s), culture(s) and identity."
ACARA,ACARA-AS-LANGUAGES-TURKISH-F-10-SEQUENCE-Y0,0,Turkish,"By the end of the Foundation year, students use play and imagination to interact and create Turkish texts, with support. They identify that Turkish and English look and sound different. They recognise that there are languages and cultures as well as their own, and that aspects of language and culture contribute to their own and others’ cultural identity."
ACARA,ACARA-AS-LANGUAGES-TURKISH-F-10-SEQUENCE-Y1,1,Turkish,"By the end of Year 2, students use Turkish language to interact and share information related to the classroom and themselves. They use cues to respond to questions and instructions, and use simple formulaic language. They locate and convey key items of information in texts, using non-verbal, visual and contextual cues to help make meaning. They use familiar words and modelled language to create text. They copy letters and diacritic marks to make words.

Students imitate the sounds and rhythms of spoken Turkish. They demonstrate understanding that Turkish has conventions and rules for non-verbal communication, pronunciation and writing. They give examples of similarities and differences between some features of Turkish and English. They understand that language is connected with culture, and notice how this is reflected in their own language(s) and culture(s)."
ACARA,ACARA-AS-LANGUAGES-TURKISH-F-10-SEQUENCE-Y2,2,Turkish,"By the end of Year 2, students use Turkish language to interact and share information related to the classroom and themselves. They use cues to respond to questions and instructions, and use simple formulaic language. They locate and convey key items of information in texts, using non-verbal, visual and contextual cues to help make meaning. They use familiar words and modelled language to create text. They copy letters and diacritic marks to make words.

Students imitate the sounds and rhythms of spoken Turkish. They demonstrate understanding that Turkish has conventions and rules for non-verbal communication, pronunciation and writing. They give examples of similarities and differences between some features of Turkish and English. They understand that language is connected with culture, and notice how this is reflected in their own language(s) and culture(s)."
ACARA,ACARA-AS-LANGUAGES-TURKISH-F-10-SEQUENCE-Y3,3,Turkish,"By the end of Year 4, students use Turkish language to initiate structured interactions to share information related to the classroom and their personal worlds. They use modelled language to participate in spoken and written activities that involve planning. They locate and respond to key items of information in texts, using strategies to help interpret and convey meaning in familiar contexts. They use modelled language and basic syntax to create texts.

Students imitate sound combinations and rhythms of spoken Turkish. They demonstrate understanding that Turkish has non-verbal, spoken and written language conventions and rules to create and make meaning. They recognise that some terms have cultural meanings. They identify patterns in Turkish and make comparisons between Turkish and English. They understand that the Turkish language is connected with culture, and identify how this is reflected in their own language(s) and culture(s)."
ACARA,ACARA-AS-LANGUAGES-TURKISH-F-10-SEQUENCE-Y4,4,Turkish,"By the end of Year 4, students use Turkish language to initiate structured interactions to share information related to the classroom and their personal worlds. They use modelled language to participate in spoken and written activities that involve planning. They locate and respond to key items of information in texts, using strategies to help interpret and convey meaning in familiar contexts. They use modelled language and basic syntax to create texts.

Students imitate sound combinations and rhythms of spoken Turkish. They demonstrate understanding that Turkish has non-verbal, spoken and written language conventions and rules to create and make meaning. They recognise that some terms have cultural meanings. They identify patterns in Turkish and make comparisons between Turkish and English. They understand that the Turkish language is connected with culture, and identify how this is reflected in their own language(s) and culture(s)."
ACARA,ACARA-AS-LANGUAGES-TURKISH-F-10-SEQUENCE-Y5,5,Turkish,"By the end of Year 6, students initiate and use strategies to maintain interactions in Turkish language that are related to their immediate environment. They use appropriate sound combinations, intonation and rhythm in spoken texts. They collaborate in spoken and written activities that involve the language of planning and problem-solving to share information, ideas and preferences. They use strategies to locate and interpret information and ideas in texts, and demonstrate understanding by responding in Turkish or English, adjusting their response to context, purpose and audience. They create texts, selecting and using a variety of vocabulary and sentence structures to suit context. They sequence information and ideas and use conventions appropriate to text type.

Students apply rules for pronunciation and intonation in spoken Turkish. They apply conventions of spelling and punctuation, and use modelled structures, when creating and responding in Turkish. They compare language structures and features in Turkish and English, using some metalanguage. They show understanding of how some language reflects cultural practices and consider how this is reflected in their own language(s), culture(s) and identity."
ACARA,ACARA-AS-LANGUAGES-TURKISH-F-10-SEQUENCE-Y6,6,Turkish,"By the end of Year 6, students initiate and use strategies to maintain interactions in Turkish language that are related to their immediate environment. They use appropriate sound combinations, intonation and rhythm in spoken texts. They collaborate in spoken and written activities that involve the language of planning and problem-solving to share information, ideas and preferences. They use strategies to locate and interpret information and ideas in texts, and demonstrate understanding by responding in Turkish or English, adjusting their response to context, purpose and audience. They create texts, selecting and using a variety of vocabulary and sentence structures to suit context. They sequence information and ideas and use conventions appropriate to text type.

Students apply rules for pronunciation and intonation in spoken Turkish. They apply conventions of spelling and punctuation, and use modelled structures, when creating and responding in Turkish. They compare language structures and features in Turkish and English, using some metalanguage. They show understanding of how some language reflects cultural practices and consider how this is reflected in their own language(s), culture(s) and identity."
